rank,netrtg,adjt,luck,sos,sos_ooc,team,year
134,+3.19,65.2,+.146,-1.10,+16.21,Morehead St.,2021
329,-14.48,65.2,-.002,-2.16,-3.33,Cal St. Northridge,2023
267,-9.74,67.4,+.065,-1.53,-99.00,American,2021
313,-12.80,69.6,+.003,-2.43,-5.33,Coastal Carolina,2024
9,+25.10,67.4,+.029,+11.39,+4.85,Tennessee,2022
297,-12.34,66.5,+.036,-1.84,+4.38,North Florida,2021
346,-17.04,67.2,-.027,-3.73,+0.07,Albany,2023
245,-5.92,64.8,+.052,-3.32,+4.29,Austin Peay,2024
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
119,+4.33,65.8,-.011,-1.13,+2.18,Utah Valley,2022
189,-1.32,65.7,+.048,-2.46,-5.65,UAB,2020
199,-3.75,70.2,+.007,+0.60,+12.48,Utah Valley,2021
143,+2.18,64.1,-.083,+5.71,+0.48,Fresno St.,2023
23,+19.29,72.7,-.040,+8.94,-0.17,Kentucky,2024
145,+1.79,66.7,-.137,+9.94,-1.29,Missouri,2024
101,+7.52,70.3,+.047,-1.68,-0.38,Charleston,2024
14,+22.40,64.6,-.052,+18.13,+1.24,Wisconsin,2021
309,-11.41,66.3,+.055,-10.83,+1.24,Merrimack,2023
262,-8.05,68.6,+.067,-3.25,+3.49,USC Upstate,2022
50,+14.95,65.9,-.053,+18.33,+9.18,Indiana,2021
160,+0.57,71.8,+.021,+3.10,+5.87,UTSA,2021
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
254,-6.73,70.6,-.001,-0.01,-7.12,UTSA,2024
83,+9.88,67.1,+.019,-1.31,+0.21,Appalachian St.,2024
190,-1.32,63.5,+.001,+0.17,-0.98,Texas St.,2023
31,+19.11,71.3,-.068,+8.72,+1.45,Memphis,2021
68,+11.45,67.9,-.021,+3.38,+2.33,Saint Louis,2022
351,-18.14,68.8,+.007,-4.90,-2.05,Hampton,2023
214,-3.22,63.6,+.015,+6.59,-7.14,Oregon St.,2023
175,-0.48,70.1,-.110,+8.39,-1.94,Georgetown,2022
181,-2.21,66.9,+.033,+2.26,-1.69,Temple,2024
182,-1.18,66.7,-.165,-3.83,+12.76,Gardner Webb,2021
273,-8.93,71.1,+.046,-8.79,-2.63,Tennessee Martin,2023
359,-20.75,64.9,+.005,-4.72,+12.78,Florida A&M,2023
328,-15.87,69.1,-.082,-5.26,+5.66,Southern Indiana,2024
89,+8.95,69.2,-.006,-0.97,+3.66,Iona,2022
314,-13.94,69.5,+.102,-1.12,-1.12,Howard,2021
136,+2.73,72.8,-.086,+3.40,-3.43,Tulane,2024
78,+10.71,65.7,+.100,+4.94,+1.64,St. Bonaventure,2022
52,+14.44,65.7,+.043,+9.69,+0.63,Virginia Tech,2021
226,-4.46,68.9,+.043,+0.45,-3.98,George Washington,2022
54,+13.41,65.2,-.044,+12.75,+3.66,Oklahoma,2023
332,-16.51,62.8,+.028,+4.35,-2.18,Air Force,2021
342,-16.53,69.0,+.005,-7.21,-6.23,Holy Cross,2023
22,+18.05,69.6,-.042,+10.29,+3.24,Arkansas,2023
124,+3.83,65.3,-.034,-5.08,-0.64,Liberty,2022
163,+0.62,67.9,+.065,+0.39,-5.30,Drake,2020
3,+27.49,69.3,+.041,+12.60,+4.13,Kansas,2022
42,+16.33,64.8,+.024,+7.91,-5.27,Washington St.,2024
48,+15.04,69.6,+.035,+8.57,+5.66,VCU,2021
68,+12.04,68.1,+.002,+2.39,-5.75,Clemson,2023
312,-13.27,68.5,-.066,-5.49,+13.07,St. Francis PA,2021
92,+8.58,68.3,-.063,+0.59,-5.40,Massachusetts,2024
140,+2.65,71.9,-.044,-8.04,+3.54,Winthrop,2020
238,-5.64,66.2,-.041,-6.01,-2.05,Robert Morris,2023
312,-13.20,68.7,-.020,-2.21,-8.18,UTSA,2022
24,+20.35,70.6,-.007,+14.77,+1.13,LSU,2021
99,+7.53,70.5,+.105,+8.85,-0.24,South Carolina,2022
241,-7.07,70.5,+.031,+1.92,-3.78,Western Carolina,2021
257,-7.21,72.3,+.015,-7.68,+0.52,Southeast Missouri St.,2023
343,-19.09,64.7,-.049,-7.08,+7.53,Incarnate Word,2021
351,-21.02,69.5,-.004,-4.16,-7.91,Columbia,2022
39,+17.06,67.1,-.025,+14.29,+1.93,Oklahoma,2021
288,-10.62,65.4,-.007,+4.12,-2.71,San Jose St.,2022
7,+26.87,69.9,-.027,+16.41,-4.90,Iowa,2021
282,-8.82,65.6,+.072,+0.41,+0.31,Middle Tennessee,2024
237,-6.62,61.6,-.004,-6.45,+11.14,Mount St. Mary's,2021
264,-8.27,62.9,-.061,-3.67,+3.76,Lafayette,2023
95,+8.69,73.2,+.048,+12.37,-6.05,Georgia,2021
243,-6.33,65.7,-.111,-4.55,-4.80,East Tennessee St.,2023
155,+1.30,67.0,-.078,-2.90,+1.52,Coastal Carolina,2022
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
13,+21.24,61.6,+.006,+6.45,+3.94,Saint Mary's,2023
216,-3.29,65.7,+.030,+8.56,-7.80,Minnesota,2023
152,+1.54,66.4,+.101,-5.42,-1.84,North Dakota St.,2022
215,-3.28,66.5,+.085,-8.10,+2.23,Northwestern St.,2023
19,+18.82,68.5,-.068,+12.45,+2.18,West Virginia,2023
332,-16.76,65.7,-.039,-5.13,+2.62,Tennessee Tech,2024
11,+24.22,66.8,-.018,+11.96,+4.99,Creighton,2024
345,-19.04,70.0,-.009,-6.84,-3.16,Incarnate Word,2024
19,+18.82,68.5,-.068,+12.45,+2.18,West Virginia,2023
355,-19.83,66.0,+.082,-13.25,-9.22,St. Francis NY,2023
265,-8.68,68.0,+.020,-5.37,-2.57,Grand Canyon,2020
74,+11.02,64.8,-.072,-0.23,+1.26,Furman,2022
225,-4.68,68.1,-.018,-2.48,+8.98,Rider,2024
29,+17.80,72.8,-.013,+7.04,-0.50,New Mexico,2024
311,-13.19,69.4,-.002,-6.05,+10.52,Alabama St.,2022
226,-4.57,64.2,-.049,-4.73,-1.51,Campbell,2023
157,+0.86,68.9,-.056,+3.80,+0.25,Portland,2023
75,+11.68,62.9,+.037,+10.85,+2.91,Saint Mary's,2021
304,-12.55,69.1,-.047,-2.51,-99.00,Holy Cross,2021
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
313,-11.85,61.9,+.019,-12.13,-3.07,Wagner,2023
119,+5.35,66.9,+.079,+6.51,+8.52,Indiana St.,2021
338,-17.33,68.8,+.015,-1.13,-2.06,William & Mary,2022
268,-8.54,66.7,-.045,-3.19,-2.19,Miami OH,2023
287,-9.63,63.2,-.012,-3.41,-10.89,Arkansas St.,2023
190,-1.47,64.3,-.044,-2.23,-1.26,Niagara,2022
218,-4.31,68.0,-.019,-1.05,+0.23,Georgia St.,2024
179,-0.68,69.3,+.065,+8.02,-1.74,Boston College,2020
93,+8.86,67.7,-.104,+8.22,+5.87,San Francisco,2021
26,+18.19,72.0,-.021,+11.00,+2.02,Florida,2024
87,+9.38,67.7,-.077,+7.86,-11.01,Northwestern,2022
167,+0.22,67.4,-.029,-4.14,+2.79,Gardner Webb,2022
326,-15.12,65.4,+.090,-5.21,-3.65,Eastern Michigan,2024
78,+11.20,67.7,+.019,-1.35,+3.04,Kent St.,2023
228,-4.68,67.2,-.045,-4.11,-4.77,Harvard,2022
243,-6.33,65.7,-.111,-4.55,-4.80,East Tennessee St.,2023
21,+18.65,68.6,-.052,+9.10,-1.21,LSU,2022
181,-0.76,64.8,-.035,-0.94,-0.88,Appalachian St.,2023
177,-0.69,71.8,-.048,-1.91,-0.26,James Madison,2021
168,+0.07,64.5,-.028,-3.74,+0.96,Radford,2023
254,-7.03,67.8,+.081,-3.25,+2.05,USC Upstate,2023
93,+8.86,67.7,-.104,+8.22,+5.87,San Francisco,2021
247,-7.33,65.0,-.027,-4.04,+1.92,Longwood,2021
154,+1.05,67.6,+.069,+3.79,-7.17,Georgia,2023
117,+4.90,67.2,-.070,+9.14,-5.58,Oklahoma St.,2024
198,-1.70,63.5,-.074,-6.45,-1.42,Drexel,2023
298,-10.87,68.4,+.029,-7.14,-8.87,Denver,2023
339,-17.84,65.9,-.009,-1.06,-1.55,Cal Poly,2024
214,-3.22,63.6,+.015,+6.59,-7.14,Oregon St.,2023
118,+4.93,67.3,+.002,+3.07,-5.77,Syracuse,2023
227,-4.70,72.1,+.131,-4.81,+0.20,Milwaukee,2023
148,+1.47,70.9,-.097,+13.86,+12.89,Boston College,2021
330,-16.21,65.9,+.033,-6.13,+12.85,North Carolina Central,2021
169,+0.06,65.2,-.010,-4.44,-5.40,Hawaii,2022
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
144,+1.44,66.2,+.061,-1.15,-2.04,George Mason,2023
9,+25.09,73.3,+.020,+14.80,+9.45,Alabama,2021
168,-0.10,67.0,+.056,+3.03,+15.12,Northeastern,2021
70,+11.86,68.7,-.066,+7.91,+3.06,Colorado,2023
141,+2.64,66.7,+.038,-1.57,-3.75,Delaware,2022
56,+14.17,71.2,-.060,+13.22,+4.87,Xavier,2024
163,+0.60,68.0,-.085,+1.85,-1.92,Saint Joseph's,2022
355,-22.53,70.8,-.100,-6.26,+4.98,Mississippi Valley St.,2022
42,+16.75,68.6,+.029,+12.94,+2.09,Syracuse,2021
52,+13.61,67.3,+.033,+8.91,+0.99,Seton Hall,2022
46,+15.77,67.1,-.024,+9.96,-5.38,Oklahoma,2024
130,+3.62,69.8,-.037,+3.46,+1.52,Bowling Green,2021
19,+21.42,59.9,+.025,+12.05,+0.24,Virginia,2021
159,+0.79,67.2,+.038,+6.42,+2.47,Wyoming,2024
14,+22.96,72.6,-.001,+14.71,+9.46,Alabama,2024
88,+9.19,66.2,+.079,+5.68,+1.51,Duquesne,2024
30,+17.03,67.8,+.022,+10.69,-3.56,Indiana,2023
137,+3.01,65.6,-.020,+10.34,+2.07,Missouri,2022
185,-2.31,69.9,-.036,+9.33,-4.31,Louisville,2024
154,+0.86,70.5,+.076,-1.79,+4.62,Georgia St.,2021
100,+7.30,68.5,+.025,-0.51,+0.48,Louisiana Tech,2022
45,+14.46,63.1,-.039,+2.07,-1.86,Dayton,2022
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
175,-0.35,69.2,+.005,-1.91,-4.26,Brown,2023
15,+19.95,70.5,+.005,+10.42,+3.40,Xavier,2023
303,-12.51,67.3,-.053,-0.61,+8.17,Robert Morris,2021
275,-9.02,65.5,-.023,-6.56,-9.93,Marist,2023
305,-12.62,68.2,+.036,-0.78,+3.59,Troy,2021
319,-13.02,69.8,+.054,-4.24,+4.75,North Carolina A&T,2023
45,+15.90,68.0,+.014,+11.33,-4.99,N.C. State,2024
290,-9.85,66.4,-.035,+6.19,+1.57,Louisville,2023
127,+3.92,69.2,+.064,+10.51,+6.00,Arizona St.,2024
343,-18.52,64.7,-.116,-6.48,+2.81,Green Bay,2022
105,+6.57,69.7,-.052,+8.01,-1.88,Stanford,2024
36,+16.04,64.3,-.003,+10.08,-4.90,Penn St.,2023
114,+4.55,64.9,-.080,+5.61,-6.99,Boston College,2022
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
247,-6.05,64.9,-.035,-1.31,+0.40,Cal St. Bakersfield,2024
219,-3.99,68.6,-.024,+8.00,-2.35,Georgia,2022
55,+14.19,67.3,+.045,+9.88,-0.11,Oregon,2024
61,+13.13,69.1,-.026,+6.12,+15.51,Boise St.,2021
87,+9.26,68.2,+.049,+0.97,-4.18,South Florida,2024
295,-10.54,63.1,+.004,-1.33,-0.06,Cal St. Bakersfield,2023
307,-12.82,67.5,+.009,-4.23,+2.64,Lamar,2021
335,-17.57,69.3,-.088,-1.56,+8.80,Kennesaw St.,2021
207,-3.86,68.6,+.050,+0.50,+0.49,Abilene Christian,2024
214,-3.22,63.6,+.015,+6.59,-7.14,Oregon St.,2023
95,+8.69,73.2,+.048,+12.37,-6.05,Georgia,2021
12,+23.20,70.1,-.021,+8.35,+3.70,Auburn,2022
229,-5.09,65.9,-.059,+2.60,-0.51,Rice,2024
345,-22.46,66.1,+.066,-6.92,-2.27,Incarnate Word,2020
100,+7.30,68.5,+.025,-0.51,+0.48,Louisiana Tech,2022
210,-3.05,65.7,+.058,-6.18,-5.83,South Dakota,2022
75,+11.46,66.0,-.077,+6.16,-4.05,Utah,2023
36,+16.04,64.3,-.003,+10.08,-4.90,Penn St.,2023
232,-6.35,63.5,-.030,-2.06,+2.49,Charleston,2021
43,+14.11,68.3,-.080,+4.97,-4.02,Stanford,2020
328,-14.22,64.0,+.022,-3.93,+1.45,Stony Brook,2023
8,+25.10,66.1,-.025,+15.43,+3.82,Colorado,2021
150,+1.50,66.3,-.025,-0.66,+0.27,Princeton,2020
10,+22.38,68.1,+.009,+9.31,-1.15,Marquette,2023
304,-11.14,67.9,+.084,-5.21,+8.91,Jackson St.,2023
243,-7.12,63.5,+.023,-4.51,+8.22,Radford,2021
233,-6.46,67.8,-.006,-2.07,+8.03,Stetson,2021
338,-17.66,68.4,-.040,-3.23,+18.88,Florida A&M,2024
324,-13.81,64.6,-.058,-2.26,+0.58,Austin Peay,2023
347,-19.69,67.2,+.003,-4.57,+5.26,Maryland Eastern Shore,2024
147,+1.25,63.0,-.057,+1.41,-10.69,Air Force,2023
325,-15.31,65.9,-.095,-4.07,-8.19,Binghamton,2021
339,-15.94,64.2,-.059,-10.75,-4.40,Central Connecticut,2023
207,-4.19,68.2,+.055,-1.12,+5.66,Montana St.,2021
193,-1.62,71.7,+.041,-2.86,-1.64,Cornell,2022
265,-9.62,68.4,+.111,-12.38,+13.02,Jackson St.,2021
317,-14.21,70.8,+.077,-3.41,+15.36,Northwestern St.,2021
151,+1.14,65.7,+.027,+5.91,-6.56,LSU,2023
350,-17.86,65.9,+.005,-5.62,+7.66,Alabama St.,2023
90,+9.04,71.4,+.002,+9.52,+9.71,Pepperdine,2021
239,-5.84,72.2,+.008,-0.39,+4.76,Portland St.,2023
82,+10.46,69.4,+.055,+3.02,-8.57,Louisiana Tech,2021
94,+8.11,66.9,-.037,+4.61,+1.68,Wichita St.,2022
313,-13.90,68.8,-.055,+0.13,+10.77,Tennessee Tech,2021
229,-4.86,66.6,+.095,-1.59,-1.60,Murray St.,2023
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
168,+0.07,64.5,-.028,-3.74,+0.96,Radford,2023
9,+25.09,73.3,+.020,+14.80,+9.45,Alabama,2021
212,-2.90,70.5,+.036,-0.55,-1.06,Massachusetts,2023
29,+19.92,67.7,-.017,+13.38,-4.01,Arizona,2021
144,+1.94,68.5,-.009,+11.87,+2.81,West Virginia,2024
34,+18.62,71.5,-.005,+14.79,+8.20,North Carolina,2021
121,+5.09,65.6,-.024,+8.99,-3.27,Tulsa,2021
297,-11.34,67.0,+.001,-2.89,+0.73,Northern Illinois,2022
90,+8.79,66.2,-.020,+4.22,+1.18,UNLV,2022
318,-13.77,67.5,-.001,-1.74,+2.93,Central Michigan,2022
28,+17.89,68.5,-.100,+9.00,-1.85,Wake Forest,2024
53,+14.53,68.0,+.051,+2.95,-1.34,Drake,2024
256,-6.98,71.2,+.147,-0.25,-4.26,San Diego,2024
95,+7.38,69.3,+.014,+4.50,-3.21,UNLV,2023
97,+8.09,63.8,-.033,+2.26,-3.27,George Mason,2024
168,+0.17,66.6,+.039,-1.69,-1.74,UTEP,2022
18,+21.56,72.6,+.064,+12.69,-4.09,Arkansas,2021
33,+16.71,65.9,+.045,+7.30,-2.99,Texas A&M,2023
25,+18.39,63.7,+.032,+10.22,+1.07,Butler,2020
143,+2.70,68.6,-.092,+8.84,-13.51,Temple,2021
108,+5.87,70.8,+.046,+9.60,+2.08,Arkansas,2024
229,-4.68,67.2,-.005,+0.14,-10.37,La Salle,2022
50,+14.95,65.9,-.053,+18.33,+9.18,Indiana,2021
205,-3.63,67.4,-.014,-2.82,-4.59,UC Santa Barbara,2024
207,-2.46,66.7,-.030,-5.44,-3.68,Siena,2023
53,+13.49,63.6,-.008,+6.98,-3.89,Mississippi St.,2023
204,-2.75,67.3,-.047,-0.92,+2.98,Brown,2022
258,-7.07,64.1,-.054,-3.78,-1.14,Idaho St.,2024
192,-1.59,67.0,+.082,-2.84,-4.27,Troy,2022
5,+28.75,64.4,+.018,+9.21,+2.11,Houston,2021
285,-9.43,69.1,-.007,-7.57,-1.78,Southern Indiana,2023
268,-9.83,66.4,+.056,-6.27,-4.42,New Hampshire,2021
226,-6.09,74.2,+.050,-6.16,-3.73,Monmouth,2021
278,-10.73,72.4,-.093,-8.05,+2.41,New Orleans,2021
162,-0.10,67.7,+.000,+1.87,+7.07,Utah Valley,2024
141,+2.80,70.6,-.048,+13.30,-8.60,DePaul,2021
45,+14.46,63.1,-.039,+2.07,-1.86,Dayton,2022
47,+14.14,66.2,+.060,+5.14,-4.72,USC,2022
66,+11.76,68.0,-.001,+12.52,-0.37,West Virginia,2022
226,-4.89,71.8,+.020,-0.38,-1.69,Louisiana,2020
108,+5.88,65.0,+.039,+1.23,-0.46,Grand Canyon,2023
329,-15.85,66.8,+.015,+2.76,-0.10,Cal Poly,2021
37,+15.85,66.2,+.006,+6.85,+0.93,Boise St.,2023
87,+9.69,65.5,+.006,+8.46,+4.29,Dayton,2021
102,+8.44,67.0,+.005,-1.59,-12.09,UAB,2021
307,-12.64,68.9,-.041,-2.13,+3.96,Tennessee Martin,2022
82,+10.28,73.3,-.013,+7.18,-7.58,St. John's,2023
136,+2.73,72.8,-.086,+3.40,-3.43,Tulane,2024
258,-7.07,64.1,-.054,-3.78,-1.14,Idaho St.,2024
95,+8.04,68.8,+.039,-3.93,+2.05,Toledo,2022
353,-22.07,74.7,-.060,+0.04,-3.14,VMI,2024
107,+5.92,69.1,+.037,+7.35,-0.70,Washington,2023
59,+12.67,65.4,-.018,+7.60,-2.33,Florida,2022
78,+10.39,66.6,-.017,+8.35,-12.77,Minnesota,2024
135,+2.89,68.6,-.012,+10.45,+1.82,DePaul,2023
130,+3.39,71.0,-.033,-3.45,+5.36,Buffalo,2022
190,-2.55,68.1,+.052,-1.31,+5.15,Hofstra,2021
,,,,,,East Texas A&M,2024
154,+1.05,67.6,+.069,+3.79,-7.17,Georgia,2023
31,+17.32,66.8,+.034,+10.24,-2.63,Texas Tech,2024
45,+13.90,68.1,-.013,+9.93,+1.74,Xavier,2020
200,-2.94,64.8,-.109,-1.95,-2.65,Jacksonville St.,2024
296,-10.54,68.3,+.019,-1.40,-2.89,Coastal Carolina,2023
11,+21.90,72.0,+.027,+8.32,+3.12,Arizona,2023
238,-5.74,72.3,-.017,-0.07,-0.77,Marshall,2022
347,-17.15,67.8,+.005,-8.32,-3.76,Eastern Illinois,2023
9,+22.85,69.2,+.082,+13.38,+6.59,Kansas,2023
110,+5.71,66.0,-.055,+6.42,+1.65,Colorado St.,2023
262,-9.08,68.6,+.062,-8.82,-99.00,Lafayette,2021
347,-17.15,67.8,+.005,-8.32,-3.76,Eastern Illinois,2023
64,+12.18,66.4,-.036,+4.07,+2.72,Bradley,2024
99,+8.57,67.4,+.083,+4.32,+10.37,Western Kentucky,2021
352,-21.52,67.1,+.009,-3.84,+12.05,Arkansas Pine Bluff,2022
192,-2.89,66.2,+.075,+4.76,-4.30,Southern Illinois,2021
125,+3.72,68.2,+.025,-2.07,+0.57,Belmont,2023
67,+12.11,64.3,-.079,+8.25,+4.50,Washington St.,2023
271,-10.34,73.7,-.021,-9.13,-99.00,LIU,2021
320,-13.78,66.8,+.008,-6.44,+3.92,Eastern Illinois,2024
349,-20.07,67.1,+.059,-8.18,-4.08,Holy Cross,2022
201,-2.06,65.5,-.032,-1.32,-3.90,St. Bonaventure,2023
337,-15.81,65.8,-.024,-4.65,-1.98,Elon,2023
344,-19.44,69.6,-.093,-3.59,+3.71,Texas A&M Corpus Chris,2021
154,+1.47,66.1,+.047,-2.99,-3.84,Cal St. Fullerton,2022
133,+3.40,68.1,-.022,+0.20,+2.25,Arkansas St.,2024
163,+0.46,66.4,+.013,+3.21,+6.98,Tarleton St.,2023
158,+0.67,63.9,+.007,-2.28,-5.75,Drexel,2021
63,+12.73,67.1,-.080,+9.34,-7.27,Texas Tech,2023
312,-13.20,68.7,-.020,-2.21,-8.18,UTSA,2022
329,-14.48,65.2,-.002,-2.16,-3.33,Cal St. Northridge,2023
30,+19.88,65.5,+.027,+7.22,+13.66,San Diego St.,2021
96,+7.29,69.2,+.027,+2.06,+3.65,Saint Louis,2023
218,-4.48,66.2,-.047,-5.61,+6.08,Gardner Webb,2020
220,-3.64,68.0,+.007,-2.19,+6.54,North Dakota St.,2023
49,+14.97,68.1,-.148,+16.91,+15.29,Kentucky,2021
37,+16.78,63.6,-.093,+11.59,+5.89,Villanova,2024
336,-15.72,68.2,-.009,-10.99,-0.82,St. Francis PA,2023
223,-3.83,67.6,-.018,-1.91,-2.08,Northern Iowa,2023
338,-17.33,68.8,+.015,-1.13,-2.06,William & Mary,2022
262,-7.89,62.0,+.084,+0.26,+5.66,Bellarmine,2023
281,-8.81,70.4,+.042,+0.67,+0.50,Utah Tech,2024
68,+11.45,67.9,-.021,+3.38,+2.33,Saint Louis,2022
27,+19.98,68.2,+.070,+15.83,+10.43,Kansas,2021
123,+3.84,69.1,+.030,-1.88,+3.09,Stephen F. Austin,2022
255,-8.09,71.8,-.044,-0.03,-1.35,Cal St. Fullerton,2021
211,-4.64,63.9,+.064,-5.23,-1.81,Campbell,2021
316,-14.19,67.6,-.041,-4.09,+10.52,Rider,2021
79,+10.64,67.4,+.041,+5.01,-7.62,Colorado,2022
108,+5.87,70.8,+.046,+9.60,+2.08,Arkansas,2024
56,+14.17,71.2,-.060,+13.22,+4.87,Xavier,2024
252,-7.84,67.6,-.041,-3.60,+8.54,Arkansas St.,2021
122,+3.86,66.2,-.121,+6.09,-1.26,Utah,2022
81,+10.29,66.6,+.084,+8.70,+1.98,Vanderbilt,2023
287,-9.89,70.1,-.086,-0.18,+1.58,Old Dominion,2024
317,-12.80,69.1,-.011,-1.69,-0.77,Eastern Michigan,2023
152,+1.35,70.6,+.072,-1.71,+8.94,Eastern Washington,2024
149,+1.22,69.8,+.080,-0.63,+2.71,Eastern Kentucky,2023
191,-2.64,65.8,+.065,+4.63,-99.00,Fresno St.,2021
97,+6.92,62.6,+.070,+5.10,-1.51,San Jose St.,2023
68,+11.80,60.1,+.108,+9.07,-1.09,Virginia,2024
103,+8.32,64.9,-.061,-1.44,+2.54,Grand Canyon,2021
213,-2.97,66.7,-.084,+0.83,+8.39,Northern Arizona,2023
46,+15.34,68.6,-.037,+5.64,+8.20,Utah St.,2021
351,-21.02,69.5,-.004,-4.16,-7.91,Columbia,2022
227,-6.17,67.8,-.094,+0.63,-6.36,George Washington,2021
2,+33.87,67.4,+.046,+13.25,-2.83,Baylor,2021
52,+13.55,69.0,+.020,+5.50,-5.02,N.C. State,2023
48,+14.04,67.2,-.020,+8.51,-6.23,Indiana,2022
84,+10.11,69.3,+.009,-5.43,+4.93,Abilene Christian,2021
39,+15.53,65.7,-.105,+7.80,-7.51,Rutgers,2023
16,+21.85,67.2,+.049,+15.20,+3.72,Oregon,2021
196,-1.58,65.1,+.064,-0.27,+4.86,Weber St.,2023
191,-1.36,69.2,-.007,-1.97,-5.34,Saint Joseph's,2023
255,-7.07,67.1,-.016,-0.98,-2.72,Rhode Island,2023
315,-13.03,67.0,+.044,+0.48,+6.55,Charleston Southern,2024
304,-12.55,69.1,-.047,-2.51,-99.00,Holy Cross,2021
319,-13.02,69.8,+.054,-4.24,+4.75,North Carolina A&T,2023
338,-17.66,68.4,-.040,-3.23,+18.88,Florida A&M,2024
113,+5.49,66.3,+.076,-0.89,+4.17,Montana St.,2023
35,+15.56,70.6,-.001,+4.30,-9.39,Wake Forest,2022
218,-4.31,68.0,-.019,-1.05,+0.23,Georgia St.,2024
88,+9.32,69.1,+.039,+3.85,-12.01,Missouri St.,2021
106,+5.93,60.4,-.007,-0.62,-7.31,Charlotte,2023
285,-11.21,72.0,-.042,-7.27,-5.16,Quinnipiac,2021
206,-3.85,68.8,-.001,+3.49,+0.62,Rhode Island,2024
316,-13.60,69.2,+.025,-3.56,+0.31,Eastern Michigan,2022
75,+11.46,66.0,-.077,+6.16,-4.05,Utah,2023
170,-0.14,66.8,+.049,+10.01,+2.23,South Florida,2021
264,-9.49,72.7,-.035,+2.79,-3.32,Samford,2021
20,+18.75,67.2,+.033,+10.44,+1.39,Illinois,2022
318,-12.96,67.7,+.002,-1.77,+7.97,Nebraska Omaha,2023
147,+1.47,65.5,+.026,+14.05,-1.47,Kansas St.,2021
289,-9.74,64.8,-.020,-4.85,-8.23,Illinois St.,2023
8,+25.10,66.1,-.025,+15.43,+3.82,Colorado,2021
111,+5.03,64.2,-.031,-0.29,-0.30,Wofford,2022
45,+14.46,63.1,-.039,+2.07,-1.86,Dayton,2022
191,-1.36,69.2,-.007,-1.97,-5.34,Saint Joseph's,2023
45,+15.48,64.0,+.100,+14.39,+11.60,Clemson,2021
19,+18.86,63.3,-.062,+7.88,-0.53,Virginia Tech,2022
142,+2.73,68.1,+.046,+3.26,-4.89,George Mason,2021
169,-0.13,66.1,+.199,-0.83,+20.35,Cleveland St.,2021
57,+13.07,68.7,+.107,+7.33,-5.09,Missouri,2023
13,+22.43,63.8,+.028,+17.38,+9.87,UCLA,2021
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
327,-13.99,67.0,+.000,-3.60,-3.71,The Citadel,2023
64,+12.90,68.3,+.090,+17.72,-1.03,Michigan St.,2021
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
206,-2.85,64.3,-.072,-3.75,-7.06,Fairfield,2022
112,+5.38,71.1,+.018,+1.95,+9.23,UT Arlington,2024
50,+15.03,66.8,+.087,+10.10,-1.47,Seton Hall,2024
127,+3.92,69.2,+.064,+10.51,+6.00,Arizona St.,2024
204,-2.75,67.3,-.047,-0.92,+2.98,Brown,2022
19,+21.42,59.9,+.025,+12.05,+0.24,Virginia,2021
150,+1.15,65.2,-.075,-0.74,-2.63,Richmond,2023
245,-6.45,65.1,-.084,-2.53,-2.26,Idaho St.,2023
160,+0.52,64.5,-.113,+3.01,-0.21,Murray St.,2024
81,+10.29,66.6,+.084,+8.70,+1.98,Vanderbilt,2023
115,+5.31,71.3,+.056,+2.65,+1.36,Belmont,2024
287,-11.37,66.5,+.014,-9.01,-99.00,Merrimack,2021
346,-17.04,67.2,-.027,-3.73,+0.07,Albany,2023
142,+2.73,68.1,+.046,+3.26,-4.89,George Mason,2021
303,-12.31,69.3,+.034,-4.46,+10.22,Grambling St.,2022
228,-4.95,67.5,+.075,-0.53,-2.08,Harvard,2024
188,-1.20,72.1,-.140,+4.65,+2.67,Pepperdine,2023
,,,,,,Kansas City,2024
47,+14.14,66.2,+.060,+5.14,-4.72,USC,2022
118,+4.93,67.3,+.002,+3.07,-5.77,Syracuse,2023
122,+4.60,66.0,-.078,+7.33,+1.18,Mississippi,2023
253,-7.30,66.0,+.038,-1.87,-0.51,Georgia Southern,2022
260,-7.17,67.4,-.056,-4.17,-1.88,Nebraska Omaha,2024
147,+1.25,63.0,-.057,+1.41,-10.69,Air Force,2023
80,+10.61,66.1,+.085,+1.21,+3.48,New Mexico St.,2022
66,+11.83,68.7,-.072,+9.02,-5.96,UCF,2024
296,-11.29,68.2,+.074,-0.55,-2.74,Western Carolina,2022
35,+17.63,64.7,-.024,+17.10,-1.11,Maryland,2021
96,+8.64,67.7,-.086,+2.56,+2.70,Furman,2021
317,-13.72,64.3,+.008,-6.02,+0.88,Sacramento St.,2022
355,-22.42,71.5,-.005,-3.11,+11.70,Houston Christian,2024
