rank,netrtg,adjt,luck,sos,sos_ooc,team,year
223,-4.75,64.2,+.079,+0.20,+11.48,Northwestern St.,2025
36,+19.33,69.4,-.007,+15.21,-2.61,Arkansas,2025
285,-9.10,70.3,-.010,-1.27,-3.01,FIU,2024
247,-6.62,63.9,-.026,+1.95,-2.98,Richmond,2025
361,-24.40,68.0,+.033,-4.43,+4.13,Coppin St.,2025
124,+3.64,70.7,+.081,+0.30,-1.82,Belmont,2025
329,-14.84,63.4,-.048,-4.90,-6.04,Coastal Carolina,2025
199,-3.75,70.2,+.007,+0.60,+12.48,Utah Valley,2021
143,+2.18,64.1,-.083,+5.71,+0.48,Fresno St.,2023
233,-5.41,72.7,+.051,-3.37,-7.46,Cal St. Northridge,2024
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
69,+11.51,65.5,-.088,+14.55,-2.11,South Carolina,2025
187,-2.24,67.8,+.019,-3.42,+4.41,Eastern Kentucky,2025
179,-1.86,63.8,+.021,+1.13,-4.00,Illinois St.,2024
70,+11.50,68.9,-.012,+14.07,-2.32,Rutgers,2025
5,+26.61,69.3,-.026,+13.35,+8.97,Tennessee,2024
62,+12.51,65.5,-.093,+9.81,-4.94,Maryland,2024
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
254,-6.73,70.6,-.001,-0.01,-7.12,UTSA,2024
67,+11.95,72.2,+.047,+12.27,-1.17,UCF,2025
201,-3.19,68.4,+.123,-3.40,-0.76,UNC Asheville,2025
171,-0.52,69.3,+.066,+1.64,+2.34,Illinois Chicago,2025
68,+11.45,67.9,-.021,+3.38,+2.33,Saint Louis,2022
351,-18.14,68.8,+.007,-4.90,-2.05,Hampton,2023
185,-2.23,64.8,-.027,+4.76,-3.15,Wyoming,2025
47,+16.90,67.6,-.067,+14.25,-8.10,Texas,2025
181,-2.21,66.9,+.033,+2.26,-1.69,Temple,2024
176,-1.11,66.8,+.039,-1.17,-5.48,East Carolina,2025
273,-8.93,71.1,+.046,-8.79,-2.63,Tennessee Martin,2023
88,+8.72,68.2,-.062,+14.03,-7.01,LSU,2025
328,-15.87,69.1,-.082,-5.26,+5.66,Southern Indiana,2024
357,-21.97,70.4,-.062,-5.29,+11.16,Prairie View A&M,2025
327,-14.66,69.8,+.108,-7.46,+5.05,Lindenwood,2025
136,+2.73,72.8,-.086,+3.40,-3.43,Tulane,2024
352,-19.80,67.8,-.015,-4.89,+0.04,Stetson,2025
117,+4.98,65.8,-.044,-2.57,+2.96,UNC Greensboro,2023
226,-4.46,68.9,+.043,+0.45,-3.98,George Washington,2022
54,+13.41,65.2,-.044,+12.75,+3.66,Oklahoma,2023
75,+10.69,65.6,-.011,+5.27,+0.34,VCU,2024
342,-16.53,69.0,+.005,-7.21,-6.23,Holy Cross,2023
333,-15.87,64.6,-.017,-3.33,-1.17,Stony Brook,2025
84,+9.13,70.2,-.052,-1.63,+1.02,Arkansas St.,2025
221,-4.66,69.6,+.036,-1.41,+0.87,Abilene Christian,2025
3,+27.49,69.3,+.041,+12.60,+4.13,Kansas,2022
42,+16.33,64.8,+.024,+7.91,-5.27,Washington St.,2024
53,+15.11,64.3,+.023,+13.19,+0.98,West Virginia,2025
164,-0.21,68.2,+.083,-1.27,+3.33,UNC Asheville,2024
181,-2.00,66.9,+.018,+5.19,-6.70,Boston College,2025
92,+8.58,68.3,-.063,+0.59,-5.40,Massachusetts,2024
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
238,-5.64,66.2,-.041,-6.01,-2.05,Robert Morris,2023
105,+5.28,65.9,+.049,-4.06,-5.14,UNC Wilmington,2025
278,-9.53,70.1,-.049,-7.20,+12.38,Texas Southern,2025
99,+7.53,70.5,+.105,+8.85,-0.24,South Carolina,2022
19,+23.57,68.6,-.055,+13.34,-9.28,Missouri,2025
352,-19.80,67.8,-.015,-4.89,+0.04,Stetson,2025
325,-14.52,64.9,-.010,-4.77,+13.29,Alcorn St.,2025
323,-14.24,65.2,+.031,-9.69,-2.97,Stonehill,2025
299,-11.56,70.6,-.072,-7.64,-5.65,UMBC,2025
288,-10.62,65.4,-.007,+4.12,-2.71,San Jose St.,2022
180,-1.93,66.5,+.037,+1.38,+7.12,Texas St.,2024
282,-8.82,65.6,+.072,+0.41,+0.31,Middle Tennessee,2024
252,-7.21,70.6,-.068,-8.44,-0.13,Tennessee St.,2025
171,-0.52,69.3,+.066,+1.64,+2.34,Illinois Chicago,2025
188,-2.41,68.8,-.027,+1.70,-5.96,Fordham,2024
243,-6.33,65.7,-.111,-4.55,-4.80,East Tennessee St.,2023
326,-14.59,67.5,-.027,-0.77,+4.90,East Texas A&M,2025
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
169,-0.45,66.7,-.003,+4.39,-3.49,San Jose St.,2025
11,+26.65,68.8,-.051,+12.83,-1.14,Iowa St.,2025
110,+4.43,67.7,-.038,+6.59,-1.59,California,2025
165,-0.06,67.7,+.085,-1.91,+0.38,Nebraska Omaha,2025
105,+5.28,65.9,+.049,-4.06,-5.14,UNC Wilmington,2025
332,-16.76,65.7,-.039,-5.13,+2.62,Tennessee Tech,2024
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
175,-1.05,67.8,-.040,+4.06,+7.21,Sam Houston St.,2025
100,+6.47,71.7,+.092,-3.34,+1.79,Akron,2025
227,-4.94,63.6,+.018,-1.72,+0.14,Radford,2024
110,+4.43,67.7,-.038,+6.59,-1.59,California,2025
4,+35.05,68.2,+.026,+19.63,+10.51,Auburn,2025
296,-11.36,69.1,+.032,-1.57,+0.24,Southern Utah,2025
9,+27.92,66.1,-.037,+12.19,-4.68,Texas Tech,2025
226,-4.57,64.2,-.049,-4.73,-1.51,Campbell,2023
246,-6.55,68.5,+.021,-4.77,+16.15,Jackson St.,2025
274,-9.17,66.6,-.056,-6.25,-6.74,Ball St.,2025
93,+7.65,65.6,-.111,+0.55,+3.55,South Alabama,2023
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
,,,,,,Cal St. Northridge,2025
118,+4.03,71.1,+.019,-1.91,-0.26,Samford,2025
47,+16.90,67.6,-.067,+14.25,-8.10,Texas,2025
268,-8.54,66.7,-.045,-3.19,-2.19,Miami OH,2023
277,-9.37,67.4,+.115,-4.05,-3.01,Eastern Michigan,2025
325,-14.52,64.9,-.010,-4.77,+13.29,Alcorn St.,2025
218,-4.31,68.0,-.019,-1.05,+0.23,Georgia St.,2024
272,-9.06,65.0,-.006,-2.16,+5.12,Houston Christian,2025
93,+8.86,67.7,-.104,+8.22,+5.87,San Francisco,2021
26,+18.19,72.0,-.021,+11.00,+2.02,Florida,2024
93,+7.21,66.0,+.010,+5.73,+3.62,UNLV,2025
118,+4.85,64.4,-.012,+9.78,-1.04,Notre Dame,2024
176,-1.11,66.8,+.039,-1.17,-5.48,East Carolina,2025
361,-24.40,68.0,+.033,-4.43,+4.13,Coppin St.,2025
345,-18.12,64.5,+.037,-7.92,-2.26,Western Illinois,2025
85,+9.07,68.2,-.070,+0.51,-4.33,Saint Joseph's,2025
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
307,-11.55,67.1,-.097,-2.79,-0.79,Robert Morris,2024
38,+18.57,66.7,-.002,+14.18,-5.76,Georgia,2025
267,-8.54,66.4,-.044,-1.33,-9.34,Tulsa,2025
262,-8.07,69.2,+.013,-3.21,-1.77,Georgia St.,2025
114,+4.24,64.3,-.034,+0.03,+4.88,Wofford,2025
301,-12.06,67.6,-.062,-0.31,+3.11,Utah Tech,2025
154,+1.05,67.6,+.069,+3.79,-7.17,Georgia,2023
136,+2.51,68.9,+.034,+1.84,+1.02,Wichita St.,2025
78,+9.76,64.0,-.093,+5.22,+2.00,Nevada,2025
107,+4.94,67.1,+.078,+0.91,-9.03,Loyola Chicago,2025
41,+16.41,64.2,+.015,+10.71,-7.35,Northwestern,2024
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
39,+18.25,65.8,-.005,-1.44,-2.19,UC San Diego,2025
160,+0.24,65.1,+.069,-1.22,+3.73,James Madison,2025
91,+8.20,69.7,-.007,+6.24,-2.60,Florida St.,2025
264,-8.27,62.9,-.061,-3.67,+3.76,Lafayette,2023
187,-2.37,64.7,-.112,-0.08,-1.87,Loyola Marymount,2024
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
252,-7.21,70.6,-.068,-8.44,-0.13,Tennessee St.,2025
96,+6.93,66.5,-.097,+9.70,-0.65,Providence,2025
94,+7.61,67.0,+.053,+10.29,+2.04,Nebraska,2023
70,+11.86,68.7,-.066,+7.91,+3.06,Colorado,2023
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
115,+4.22,68.4,+.026,+8.42,+2.58,Syracuse,2025
58,+14.36,70.1,-.093,+10.08,-10.64,Penn St.,2025
275,-9.20,67.7,+.018,-7.57,-4.73,Albany,2025
245,-6.55,66.2,-.020,-1.23,-2.43,Cal St. Bakersfield,2025
52,+13.61,67.3,+.033,+8.91,+0.99,Seton Hall,2022
14,+26.06,70.0,-.017,+9.16,-0.20,St. John's,2025
127,+3.53,64.7,+.031,+0.76,-2.56,Louisiana Tech,2025
137,+2.73,64.7,-.052,+0.05,+3.12,Liberty,2024
25,+18.77,67.4,-.042,+10.91,-3.13,Texas,2024
52,+15.12,59.4,+.021,+1.23,-2.74,Drake,2025
168,-0.30,68.9,+.002,-4.11,-4.38,Marshall,2025
343,-17.91,69.1,-.091,-3.28,-0.53,Northern Illinois,2025
144,+1.42,67.1,-.021,-0.64,-6.46,Tulane,2025
351,-18.87,68.3,-.020,+1.63,+4.51,Cal St. Fullerton,2025
116,+4.13,69.0,-.028,+2.62,+4.34,Florida Atlantic,2025
271,-8.04,67.5,-.031,-4.29,-7.22,Presbyterian,2024
322,-14.01,68.8,+.010,-4.49,-4.49,South Dakota,2024
317,-13.62,67.4,+.063,-6.10,+19.52,Florida A&M,2025
175,-1.05,67.8,-.040,+4.06,+7.21,Sam Houston St.,2025
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
146,+1.09,69.2,+.086,-5.38,-3.21,Miami OH,2025
275,-9.02,65.5,-.023,-6.56,-9.93,Marist,2023
149,+0.92,72.7,+.007,-6.41,+0.34,Bryant,2025
319,-13.02,69.8,+.054,-4.24,+4.75,North Carolina A&T,2023
45,+15.90,68.0,+.014,+11.33,-4.99,N.C. State,2024
133,+2.90,68.1,+.077,-5.15,-8.52,Robert Morris,2025
127,+3.92,69.2,+.064,+10.51,+6.00,Arizona St.,2024
119,+3.98,68.5,+.074,+2.67,+2.97,Middle Tennessee,2025
61,+12.82,63.6,+.005,+10.57,+0.73,Wisconsin,2023
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
33,+20.02,68.3,-.002,+15.11,+0.65,Mississippi St.,2025
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
340,-17.59,72.9,-.021,-0.87,+2.56,USC Upstate,2025
307,-12.55,70.5,+.054,-8.58,-1.21,Delaware St.,2025
55,+14.19,67.3,+.045,+9.88,-0.11,Oregon,2024
50,+15.42,68.9,+.001,+5.58,-3.77,SMU,2025
87,+9.26,68.2,+.049,+0.97,-4.18,South Florida,2024
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
307,-12.55,70.5,+.054,-8.58,-1.21,Delaware St.,2025
244,-6.43,66.7,+.032,-3.40,+2.11,Winthrop,2023
196,-2.84,68.5,-.047,+0.37,-5.47,South Florida,2025
278,-9.53,70.1,-.049,-7.20,+12.38,Texas Southern,2025
104,+5.79,67.9,+.011,+13.62,-4.30,Washington,2025
12,+23.20,70.1,-.021,+8.35,+3.70,Auburn,2022
79,+9.46,64.9,+.063,+0.69,-5.47,George Mason,2025
76,+10.50,69.1,-.063,+10.61,-9.60,Utah,2025
100,+7.30,68.5,+.025,-0.51,+0.48,Louisiana Tech,2022
184,-2.27,70.6,+.001,-1.13,-10.43,Tulsa,2024
17,+24.32,71.5,-.022,+17.14,+3.60,Illinois,2025
26,+22.31,67.6,+.050,+12.66,-8.05,BYU,2025
118,+4.85,64.4,-.012,+9.78,-1.04,Notre Dame,2024
217,-3.37,68.9,+.025,-2.06,-5.90,George Washington,2023
328,-14.22,64.0,+.022,-3.93,+1.45,Stony Brook,2023
44,+17.02,65.2,-.089,+13.07,-2.25,Northwestern,2025
42,+15.13,66.6,-.024,+9.06,+5.96,Oregon,2023
241,-5.63,63.9,-.054,-2.49,+4.75,Florida Gulf Coast,2024
186,-2.33,68.2,+.018,-2.23,+4.23,Northern Kentucky,2024
325,-14.52,64.9,-.010,-4.77,+13.29,Alcorn St.,2025
253,-6.62,66.7,-.004,-8.18,+0.27,North Carolina Central,2024
338,-17.66,68.4,-.040,-3.23,+18.88,Florida A&M,2024
271,-8.98,67.6,+.055,-2.17,+1.23,Stephen F. Austin,2025
347,-19.69,67.2,+.003,-4.57,+5.26,Maryland Eastern Shore,2024
324,-14.41,67.0,+.015,-6.96,-0.49,North Carolina Central,2025
89,+8.55,66.2,-.013,-4.15,+4.22,Lipscomb,2025
339,-15.94,64.2,-.059,-10.75,-4.40,Central Connecticut,2023
188,-2.26,65.5,-.084,-2.13,-7.85,Rice,2025
277,-9.08,65.7,-.001,-3.89,+0.32,Maine,2023
232,-5.45,71.5,+.048,-2.93,-1.33,William & Mary,2025
116,+4.13,69.0,-.028,+2.62,+4.34,Florida Atlantic,2025
151,+1.14,65.7,+.027,+5.91,-6.56,LSU,2023
,,,,,,California Baptist,2024
364,-42.12,65.0,-.016,-3.46,+18.20,Mississippi Valley St.,2025
239,-5.84,72.2,+.008,-0.39,+4.76,Portland St.,2023
200,-2.89,67.8,+.057,-3.06,+6.63,Jacksonville,2025
267,-7.85,68.1,+.019,-6.45,+11.69,Texas Southern,2024
148,+1.07,65.7,-.001,-2.82,-8.74,UC Santa Barbara,2025
229,-4.86,66.6,+.095,-1.59,-1.60,Murray St.,2023
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
328,-14.69,64.2,+.079,-6.88,+5.37,Morehead St.,2025
143,+1.84,64.0,-.016,-2.28,+1.12,UNC Greensboro,2025
183,-1.01,69.5,-.048,+5.94,+3.48,SMU,2023
271,-8.98,67.6,+.055,-2.17,+1.23,Stephen F. Austin,2025
144,+1.94,68.5,-.009,+11.87,+2.81,West Virginia,2024
16,+24.54,70.9,+.010,+18.23,+3.64,Kentucky,2025
63,+12.73,67.1,-.080,+9.34,-7.27,Texas Tech,2023
297,-11.34,67.0,+.001,-2.89,+0.73,Northern Illinois,2022
42,+17.61,66.0,+.013,+6.55,+1.39,Colorado St.,2025
8,+26.47,67.2,+.002,+10.43,-7.05,Iowa St.,2024
28,+17.89,68.5,-.100,+9.00,-1.85,Wake Forest,2024
50,+15.42,68.9,+.001,+5.58,-3.77,SMU,2025
9,+27.92,66.1,-.037,+12.19,-4.68,Texas Tech,2025
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
97,+8.09,63.8,-.033,+2.26,-3.27,George Mason,2024
67,+11.95,72.2,+.047,+12.27,-1.17,UCF,2025
114,+5.33,68.8,-.043,-3.91,-4.51,High Point,2024
33,+16.71,65.9,+.045,+7.30,-2.99,Texas A&M,2023
194,-2.62,68.9,-.014,-8.87,-6.29,Little Rock,2024
143,+2.70,68.6,-.092,+8.84,-13.51,Temple,2021
108,+5.87,70.8,+.046,+9.60,+2.08,Arkansas,2024
8,+28.01,70.5,-.082,+8.09,+8.99,Gonzaga,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
173,-0.14,67.5,+.052,+1.82,-3.94,Western Kentucky,2023
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
219,-4.60,66.2,+.004,-7.22,-4.05,Maine,2025
114,+5.33,68.8,-.043,-3.91,-4.51,High Point,2024
51,+15.13,66.3,+.028,+9.20,+13.55,San Diego St.,2025
193,-2.61,67.7,-.130,+7.56,-2.20,Miami FL,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
285,-9.43,69.1,-.007,-7.57,-1.78,Southern Indiana,2023
345,-18.12,64.5,+.037,-7.92,-2.26,Western Illinois,2025
210,-3.90,69.2,+.002,-4.09,-4.07,Longwood,2025
363,-25.94,71.6,-.074,-8.48,+7.17,Arkansas Pine Bluff,2025
162,-0.10,67.7,+.000,+1.87,+7.07,Utah Valley,2024
197,-2.85,72.4,-.044,+0.30,-4.09,Indiana St.,2025
45,+14.46,63.1,-.039,+2.07,-1.86,Dayton,2022
40,+17.95,68.8,-.004,+14.90,-5.33,Oklahoma,2025
20,+23.46,65.0,-.019,+14.09,-5.15,UCLA,2025
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
84,+9.13,70.2,-.052,-1.63,+1.02,Arkansas St.,2025
87,+9.26,68.2,+.049,+0.97,-4.18,South Florida,2024
78,+9.76,64.0,-.093,+5.22,+2.00,Nevada,2025
351,-18.87,68.3,-.020,+1.63,+4.51,Cal St. Fullerton,2025
16,+24.54,70.9,+.010,+18.23,+3.64,Kentucky,2025
307,-12.64,68.9,-.041,-2.13,+3.96,Tennessee Martin,2022
171,-0.52,69.3,+.066,+1.64,+2.34,Illinois Chicago,2025
136,+2.73,72.8,-.086,+3.40,-3.43,Tulane,2024
75,+10.54,68.0,-.068,+11.61,+3.06,Butler,2025
281,-9.77,66.5,+.032,-2.97,+1.44,Idaho,2025
320,-13.78,66.8,+.008,-6.44,+3.92,Eastern Illinois,2024
108,+4.92,65.1,+.035,+2.38,-0.13,Jacksonville St.,2025
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
123,+4.45,67.6,+.072,+11.25,+4.66,Georgia Tech,2024
284,-10.36,66.6,-.033,+2.34,-0.21,Pacific,2025
234,-5.63,70.6,+.007,-2.95,-0.09,UT Rio Grande Valley,2025
219,-4.41,66.3,+.087,-7.45,+2.15,Norfolk St.,2024
208,-2.48,71.9,+.004,-4.36,+1.98,Bryant,2023
234,-5.63,70.6,+.007,-2.95,-0.09,UT Rio Grande Valley,2025
31,+17.32,66.8,+.034,+10.24,-2.63,Texas Tech,2024
138,+2.27,65.0,-.050,+1.82,+1.39,Murray St.,2025
200,-2.94,64.8,-.109,-1.95,-2.65,Jacksonville St.,2024
116,+4.13,69.0,-.028,+2.62,+4.34,Florida Atlantic,2025
257,-7.89,65.0,-.009,-0.35,-4.28,Charlotte,2025
17,+24.32,71.5,-.022,+17.14,+3.60,Illinois,2025
216,-4.36,69.3,-.022,+2.74,-4.32,Pepperdine,2025
150,+1.50,66.4,+.068,-6.51,+6.36,Colgate,2024
80,+10.26,70.8,+.132,+11.20,+3.27,Syracuse,2024
68,+11.75,69.3,+.061,+0.88,+4.18,UC Irvine,2025
334,-16.01,66.2,+.070,-6.52,-3.16,Fairfield,2025
64,+12.18,66.4,-.036,+4.07,+2.72,Bradley,2024
217,-4.50,66.2,+.076,-8.19,-3.33,SIUE,2025
352,-21.52,67.1,+.009,-3.84,+12.05,Arkansas Pine Bluff,2022
138,+2.27,65.0,-.050,+1.82,+1.39,Murray St.,2025
232,-5.08,65.0,+.023,-3.15,-1.57,Wofford,2023
198,-2.85,67.4,-.091,-2.09,+11.59,Central Michigan,2025
107,+4.94,67.1,+.078,+0.91,-9.03,Loyola Chicago,2025
320,-13.78,66.8,+.008,-6.44,+3.92,Eastern Illinois,2024
313,-13.20,66.4,+.085,-2.18,+1.59,Louisiana,2025
201,-2.06,65.5,-.032,-1.32,-3.90,St. Bonaventure,2023
210,-3.90,69.2,+.002,-4.09,-4.07,Longwood,2025
209,-3.87,67.6,+.019,-4.21,-3.82,Northeastern,2025
154,+1.47,66.1,+.047,-2.99,-3.84,Cal St. Fullerton,2022
133,+3.40,68.1,-.022,+0.20,+2.25,Arkansas St.,2024
223,-4.75,64.2,+.079,+0.20,+11.48,Northwestern St.,2025
123,+3.82,64.8,+.047,+0.84,-4.46,St. Bonaventure,2025
302,-12.13,67.5,+.040,-0.23,+4.26,Charleston Southern,2025
284,-10.36,66.6,-.033,+2.34,-0.21,Pacific,2025
224,-4.76,65.0,-.017,-4.64,-5.26,Incarnate Word,2025
292,-10.90,66.5,-.042,-7.33,+2.78,Tennessee Martin,2025
16,+24.54,70.9,+.010,+18.23,+3.64,Kentucky,2025
,,,,,,McNeese St.,2025
161,+0.57,66.5,-.003,+4.56,-3.40,Georgia Tech,2023
165,-0.06,67.7,+.085,-1.91,+0.38,Nebraska Omaha,2025
37,+16.78,63.6,-.093,+11.59,+5.89,Villanova,2024
228,-5.16,67.8,-.035,-1.55,-0.16,UT Arlington,2025
61,+12.60,68.6,-.027,+11.83,+2.05,Butler,2024
132,+2.92,66.2,-.000,+0.07,-1.56,Illinois St.,2025
262,-7.89,62.0,+.084,+0.26,+5.66,Bellarmine,2023
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
118,+4.03,71.1,+.019,-1.91,-0.26,Samford,2025
167,+0.14,72.7,-.012,-0.37,+6.53,Long Beach St.,2023
123,+3.84,69.1,+.030,-1.88,+3.09,Stephen F. Austin,2022
71,+11.30,61.0,-.012,+1.88,+1.90,North Texas,2025
14,+22.96,72.6,-.001,+14.71,+9.46,Alabama,2024
258,-7.90,71.3,-.014,-2.36,-1.96,Mercer,2025
358,-22.62,65.8,-.113,-3.06,+10.16,Maryland Eastern Shore,2025
48,+15.41,70.0,-.024,+10.29,+5.52,Utah,2024
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
153,+0.48,70.2,+.141,-2.80,+0.01,Charleston,2025
320,-13.78,66.8,+.008,-6.44,+3.92,Eastern Illinois,2024
98,+7.96,63.1,-.028,+9.05,+0.68,UCLA,2024
110,+4.43,67.7,-.038,+6.59,-1.59,California,2025
161,+0.21,71.9,+.034,+2.13,+1.99,Western Kentucky,2025
337,-16.67,67.2,+.028,-1.79,+1.21,Detroit Mercy,2025
120,+3.86,70.8,+.062,+4.34,+2.66,Washington St.,2025
116,+4.13,69.0,-.028,+2.62,+4.34,Florida Atlantic,2025
212,-4.09,68.7,+.054,-3.88,+0.69,Queens,2025
150,+0.81,67.6,-.028,-3.18,+4.04,Texas A&M Corpus Chris,2025
102,+6.09,65.4,-.015,+0.94,-1.60,Northern Iowa,2025
213,-2.97,66.7,-.084,+0.83,+8.39,Northern Arizona,2023
13,+26.35,70.3,-.048,+16.93,+5.19,Arizona,2025
191,-1.50,68.0,-.103,+0.42,-5.48,Illinois St.,2022
266,-8.42,72.4,+.049,-2.93,+6.89,North Florida,2025
331,-16.20,64.9,+.003,-7.56,-3.92,American,2022
2,+31.17,63.5,+.042,+11.57,-1.02,Houston,2024
280,-9.65,66.3,+.025,-2.26,+5.06,Austin Peay,2025
166,-0.13,72.9,+.078,-3.89,-3.67,Winthrop,2025
182,-2.13,74.7,-.006,+0.88,+4.77,Cal Poly,2025
136,+2.73,72.8,-.086,+3.40,-3.43,Tulane,2024
52,+14.84,68.5,+.023,+0.17,-1.67,Grand Canyon,2024
299,-11.56,70.6,-.072,-7.64,-5.65,UMBC,2025
175,-0.98,68.6,+.033,-5.23,-2.59,Fairfield,2024
315,-13.03,67.0,+.044,+0.48,+6.55,Charleston Southern,2024
319,-13.72,64.0,-.074,-8.01,+10.97,Grambling St.,2025
205,-3.49,68.2,-.001,+0.52,-4.25,Valparaiso,2025
338,-17.66,68.4,-.040,-3.23,+18.88,Florida A&M,2024
223,-4.75,64.2,+.079,+0.20,+11.48,Northwestern St.,2025
126,+3.63,68.9,+.035,-3.72,+1.93,Northern Colorado,2025
218,-4.31,68.0,-.019,-1.05,+0.23,Georgia St.,2024
115,+4.22,68.4,+.026,+8.42,+2.58,Syracuse,2025
106,+5.93,60.4,-.007,-0.62,-7.31,Charlotte,2023
83,+9.15,62.9,+.025,+12.35,-5.97,Minnesota,2025
206,-3.85,68.8,-.001,+3.49,+0.62,Rhode Island,2024
104,+5.79,67.9,+.011,+13.62,-4.30,Washington,2025
318,-13.48,65.4,-.028,-5.76,+3.05,Lafayette,2024
182,-2.13,74.7,-.006,+0.88,+4.77,Cal Poly,2025
160,+0.24,65.1,+.069,-1.22,+3.73,James Madison,2025
6,+26.55,72.2,-.047,+11.12,+10.47,Arizona,2024
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
260,-7.96,68.3,+.014,-7.25,-2.88,Iona,2025
289,-9.74,64.8,-.020,-4.85,-8.23,Illinois St.,2023
135,+2.62,65.1,-.006,-3.19,-0.25,North Dakota St.,2025
103,+5.87,68.9,-.001,+6.07,-8.11,Georgia Tech,2025
142,+2.22,66.7,+.097,-0.34,+3.98,UC Riverside,2023
191,-1.36,69.2,-.007,-1.97,-5.34,Saint Joseph's,2023
173,-0.68,68.9,+.017,-0.30,-2.21,Temple,2025
19,+18.86,63.3,-.062,+7.88,-0.53,Virginia Tech,2022
193,-2.61,67.7,-.130,+7.56,-2.20,Miami FL,2025
184,-1.19,64.7,+.037,-6.87,+3.83,Navy,2022
57,+13.07,68.7,+.107,+7.33,-5.09,Missouri,2023
329,-14.84,63.4,-.048,-4.90,-6.04,Coastal Carolina,2025
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
229,-5.23,68.8,+.046,+1.66,-1.43,La Salle,2025
268,-8.63,67.3,+.028,-1.92,+2.37,Monmouth,2025
110,+4.43,67.7,-.038,+6.59,-1.59,California,2025
94,+7.14,66.8,+.072,-0.88,+0.20,Chattanooga,2025
298,-10.64,67.3,+.027,-0.61,+1.58,Louisiana Monroe,2024
101,+6.29,71.4,+.060,-3.03,-3.52,Grand Canyon,2025
262,-8.07,69.2,+.013,-3.21,-1.77,Georgia St.,2025
285,-10.42,65.0,-.003,-10.79,-2.73,LIU,2025
232,-5.45,71.5,+.048,-2.93,-1.33,William & Mary,2025
289,-9.74,64.8,-.020,-4.85,-8.23,Illinois St.,2023
249,-6.25,69.2,-.118,-6.42,-5.44,Mount St. Mary's,2024
145,+1.37,66.2,-.138,-0.27,+4.84,Seattle,2025
222,-4.74,70.5,-.050,+0.32,-3.72,Massachusetts,2025
115,+5.31,71.3,+.056,+2.65,+1.36,Belmont,2024
22,+23.34,68.1,+.013,+16.98,-0.55,Mississippi,2025
346,-17.04,67.2,-.027,-3.73,+0.07,Albany,2023
184,-2.21,64.7,-.002,-5.43,+7.08,Merrimack,2025
143,+1.84,64.0,-.016,-2.28,+1.12,UNC Greensboro,2025
296,-11.36,69.1,+.032,-1.57,+0.24,Southern Utah,2025
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
163,+0.07,67.3,+.180,-1.74,+8.50,Montana,2025
316,-13.31,66.4,+.003,-5.68,+11.45,Eastern Illinois,2025
65,+12.05,67.4,-.055,+0.17,-2.51,San Francisco,2024
1,+39.29,66.0,-.026,+11.51,+9.46,Duke,2025
91,+8.20,69.7,-.007,+6.24,-2.60,Florida St.,2025
302,-12.13,67.5,+.040,-0.23,+4.26,Charleston Southern,2025
357,-21.97,70.4,-.062,-5.29,+11.16,Prairie View A&M,2025
202,-3.25,70.0,+.011,-4.41,-2.54,Northern Colorado,2024
66,+11.83,68.7,-.072,+9.02,-5.96,UCF,2024
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
274,-8.34,73.2,-.079,-4.85,-7.12,UMBC,2024
218,-3.38,69.0,+.096,-5.60,-0.01,Howard,2023
43,+17.19,69.2,-.016,+10.29,-1.10,Xavier,2025
355,-22.42,71.5,-.005,-3.11,+11.70,Houston Christian,2024
227,-5.11,66.1,+.025,-1.26,-2.19,Hawaii,2025
125,+3.63,65.5,-.079,+6.80,-5.22,N.C. State,2025
